IUFT QC gate encodings (8682 entries):
                gospel_of_philip: θ= 140.0°  φ= 140.0°  ψ= 149.4°
       hypostasis_of_the_archons: θ= 120.0°  φ= 140.0°  ψ= 149.4°
                  gospel_of_mary: θ= 140.0°  φ= 260.0°  ψ= 149.4°
          sophia_of_jesus_christ: θ= 160.0°  φ= 260.0°  ψ= 149.4°
           eugnostos_the_blessed: θ= 160.0°  φ= 140.0°  ψ= 149.4°
      on_the_origin_of_the_world: θ= 100.0°  φ= 100.0°  ψ= 270.0°
  discourse_on_the_eighth_and_ninth: θ= 140.0°  φ= 260.0°  ψ= 149.4°
                      poemandres: θ= 140.0°  φ= 260.0°  ψ=  90.0°
                       popol_vuh: θ= 140.0°  φ= 300.0°  ψ= 149.4°
              chilam_balam_books: θ= 140.0°  φ= 260.0°  ψ= 149.4°
                   dresden_codex: θ= 100.0°  φ= 240.0°  ψ= 149.4°
                florentine_codex: θ= 140.0°  φ= 260.0°  ψ= 149.4°
                black_elk_speaks: θ= 140.0°  φ= 260.0°  ψ= 149.4°
              great_law_of_peace: θ=  90.0°  φ= 250.0°  ψ= 149.4°
               midewiwin_scrolls: θ=  60.0°  φ= 240.0°  ψ= 149.4°
                    codex_borgia: θ= 100.0°  φ= 240.0°  ψ= 149.4°
           huarochiri_manuscript: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                 navajo_nightway: θ= 120.0°  φ= 360.0°  ψ= 149.4°
                   codex_nuttall: θ= 120.0°  φ= 180.0°  ψ= 149.4°
                la_mojarra_stela: θ= 120.0°  φ= 180.0°  ψ= 149.4°
                   codex_mendoza: θ=  80.0°  φ= 180.0°  ψ= 149.4°
                    rabinal_achi: θ= 120.0°  φ= 300.0°  ψ= 149.4°
                cheyenne_massaum: θ= 120.0°  φ= 360.0°  ψ= 149.4°
           kwakwaka_wakw_hamatsa: θ= 120.0°  φ= 360.0°  ψ= 149.4°
             hopi_snake_antelope: θ= 120.0°  φ= 360.0°  ψ= 149.4°
        zuni_emergence_narrative: θ= 120.0°  φ= 300.0°  ψ= 149.4°
        kogi_cosmological_system: θ= 160.0°  φ= 360.0°  ψ=  90.0°
        mapuche_machi_initiation: θ= 120.0°  φ= 300.0°  ψ= 149.4°
                ayahuasca_icaros: θ= 160.0°  φ= 360.0°  ψ= 149.4°
       desana_creation_narrative: θ= 140.0°  φ= 300.0°  ψ= 149.4°
           fejervary_mayer_codex: θ= 100.0°  φ= 240.0°  ψ= 149.4°
       annals_of_the_cakchiquels: θ= 120.0°  φ= 180.0°  ψ= 149.4°
             tlingit_raven_cycle: θ= 140.0°  φ= 300.0°  ψ= 149.4°
            pawnee_hako_ceremony: θ= 120.0°  φ= 360.0°  ψ= 149.4°
             apache_gaan_dancers: θ= 120.0°  φ= 360.0°  ψ= 149.4°
                     dine_bahane: θ= 140.0°  φ= 300.0°  ψ= 149.4°
       winnebago_trickster_cycle: θ= 140.0°  φ= 300.0°  ψ= 149.4°
         winnebago_night_spirits: θ= 120.0°  φ= 360.0°  ψ= 149.4°
             guarani_ayvu_rapyta: θ= 140.0°  φ= 300.0°  ψ= 149.4°
    yanomami_shamanic_initiation: θ= 120.0°  φ= 300.0°  ψ= 149.4°
             shipibo_conibo_kene: θ= 140.0°  φ= 300.0°  ψ= 149.4°
      wixarika_peyote_pilgrimage: θ= 120.0°  φ= 300.0°  ψ= 149.4°
            qero_paqo_initiation: θ= 120.0°  φ= 300.0°  ψ= 149.4°
                    codex_vienna: θ= 140.0°  φ= 180.0°  ψ= 149.4°
            ritual_of_the_bacabs: θ= 120.0°  φ= 300.0°  ψ= 149.4°
               haida_raven_cycle: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                lakota_sun_dance: θ= 120.0°  φ= 360.0°  ψ= 149.4°
     cherokee_creation_narrative: θ= 140.0°  φ= 300.0°  ψ= 149.4°
           inuit_sedna_narrative: θ= 140.0°  φ= 300.0°  ψ= 149.4°
        inuit_angakkuq_shamanism: θ= 120.0°  φ= 300.0°  ψ= 149.4°
              paiute_ghost_dance: θ= 120.0°  φ= 300.0°  ψ= 149.4°
            wayuu_oral_tradition: θ= 140.0°  φ= 300.0°  ψ= 270.0°
              kaxinawa_huni_kuin: θ= 160.0°  φ= 360.0°  ψ=  90.0°
                    codex_selden: θ= 140.0°  φ= 120.0°  ψ= 270.0°
                    codex_bodley: θ= 140.0°  φ= 120.0°  ψ= 270.0°
                 tsimshian_raven: θ= 140.0°  φ= 300.0°  ψ= 149.4°
  lakota_white_buffalo_calf_woman: θ= 140.0°  φ= 300.0°  ψ= 149.4°
             cherokee_green_corn: θ= 120.0°  φ= 360.0°  ψ= 270.0°
             omaha_pipe_ceremony: θ= 120.0°  φ= 360.0°  ψ= 149.4°
  coast_salish_winter_ceremonials: θ= 120.0°  φ= 360.0°  ψ= 149.4°
                yanomamo_shabori: θ= 120.0°  φ= 360.0°  ψ= 149.4°
              cantares_mexicanos: θ= 140.0°  φ= 300.0°  ψ= 149.4°
           chilam_balam_chumayel: θ= 140.0°  φ= 180.0°  ψ= 149.4°
           zuni_kachina_ceremony: θ= 120.0°  φ= 360.0°  ψ= 149.4°
          yupik_bladder_festival: θ= 120.0°  φ= 360.0°  ψ= 149.4°
  blackfoot_beaver_bundle_ceremony: θ= 120.0°  φ= 360.0°  ψ= 149.4°
        lakota_inipi_sweat_lodge: θ= 120.0°  φ= 360.0°  ψ= 149.4°
  lakota_hanblecheyapi_vision_quest: θ= 120.0°  φ= 300.0°  ψ= 149.4°
             blackfoot_sun_dance: θ= 120.0°  φ= 360.0°  ψ= 149.4°
                omagua_chronicle: θ=  80.0°  φ= 100.0°  ψ= 270.0°
           wayapi_oral_tradition: θ= 140.0°  φ= 300.0°  ψ= 270.0°
           ashaninka_cosmovision: θ= 140.0°  φ= 360.0°  ψ= 149.4°
                tlingit_potlatch: θ= 120.0°  φ= 360.0°  ψ= 149.4°
             hopi_soyal_ceremony: θ= 120.0°  φ= 360.0°  ψ= 149.4°
            kwakwaka_wakw_tseyka: θ= 120.0°  φ= 360.0°  ψ= 149.4°
          inuit_shamanic_journey: θ= 120.0°  φ= 300.0°  ψ= 149.4°
           zuni_shalako_ceremony: θ= 120.0°  φ= 360.0°  ψ= 149.4°
      nuu_chah_nulth_wolf_ritual: θ= 120.0°  φ= 360.0°  ψ= 149.4°
             hopi_niman_ceremony: θ= 120.0°  φ= 360.0°  ψ= 149.4°
     mapuche_nguillatun_ceremony: θ= 120.0°  φ= 300.0°  ψ= 149.4°
             lakota_nagi_gluhapi: θ= 120.0°  φ= 360.0°  ψ= 149.4°
                yaqui_deer_dance: θ= 120.0°  φ= 360.0°  ψ= 149.4°
            yaqui_surem_creation: θ= 140.0°  φ= 300.0°  ψ= 149.4°
           yaqui_easter_ceremony: θ= 120.0°  φ= 360.0°  ψ= 149.4°
                    lakota_hunka: θ= 120.0°  φ= 360.0°  ψ= 149.4°
         selknam_hain_initiation: θ= 120.0°  φ= 300.0°  ψ= 149.4°
            aleut_whaling_ritual: θ= 120.0°  φ= 360.0°  ψ= 149.4°
                tucano_cosmology: θ= 140.0°  φ= 300.0°  ψ= 149.4°
      coast_salish_soul_recovery: θ= 120.0°  φ= 300.0°  ψ= 149.4°
           yupik_messenger_feast: θ= 120.0°  φ= 360.0°  ψ= 149.4°
           mapuche_machi_healing: θ= 120.0°  φ= 300.0°  ψ= 149.4°
               tlingit_shamanism: θ= 120.0°  φ= 360.0°  ψ= 149.4°
            hopi_powamu_ceremony: θ= 120.0°  φ= 300.0°  ψ= 149.4°
                  haida_potlatch: θ= 120.0°  φ= 360.0°  ψ= 149.4°
  blackfoot_sacred_pipe_ceremony: θ= 120.0°  φ= 360.0°  ψ= 149.4°
        tehuelche_spirit_journey: θ= 120.0°  φ= 300.0°  ψ= 149.4°
        inuit_sedna_propitiation: θ= 120.0°  φ= 360.0°  ψ= 149.4°
       yanomami_yakoana_ceremony: θ= 120.0°  φ= 360.0°  ψ= 149.4°
                   aztec_toxcatl: θ= 120.0°  φ= 360.0°  ψ= 149.4°
              lakota_ghost_dance: θ= 120.0°  φ= 300.0°  ψ= 149.4°
                 peyote_road_nac: θ= 120.0°  φ= 360.0°  ψ= 149.4°
                   hopi_wuwuchim: θ= 120.0°  φ= 360.0°  ψ= 149.4°
           kwakwaka_wakw_tlasala: θ= 120.0°  φ= 360.0°  ψ= 149.4°
           aztec_panquetzaliztli: θ= 120.0°  φ= 360.0°  ψ= 149.4°
             hopi_flute_ceremony: θ= 120.0°  φ= 300.0°  ψ= 149.4°
                   lakota_isnati: θ=  60.0°  φ= 360.0°  ψ= 149.4°
           cherokee_booger_dance: θ= 120.0°  φ= 360.0°  ψ= 149.4°
                  yanomami_reahu: θ= 120.0°  φ= 360.0°  ψ= 149.4°
                   inuit_qilaniq: θ= 120.0°  φ= 360.0°  ψ= 149.4°
         lakota_tapa_wankayeyapi: θ= 120.0°  φ= 360.0°  ψ= 149.4°
   blackfoot_okan_medicine_lodge: θ= 120.0°  φ= 360.0°  ψ= 149.4°
        aleut_sea_otter_ceremony: θ= 120.0°  φ= 360.0°  ψ= 149.4°
              tsimshian_potlatch: θ= 120.0°  φ= 360.0°  ψ= 149.4°
            ashaninka_sheripiari: θ= 140.0°  φ= 300.0°  ψ= 149.4°
        aztec_tlacaxipehualiztli: θ= 120.0°  φ= 360.0°  ψ= 149.4°
               aztec_ochpaniztli: θ= 120.0°  φ= 360.0°  ψ= 149.4°
          cheyenne_arrow_renewal: θ= 120.0°  φ= 360.0°  ψ= 149.4°
           yaqui_matachini_dance: θ= 120.0°  φ= 360.0°  ψ= 149.4°
         wayapi_ceremonial_cycle: θ= 120.0°  φ= 360.0°  ψ= 149.4°
              tewa_buffalo_dance: θ= 120.0°  φ= 300.0°  ψ= 149.4°
       selknam_mourning_ceremony: θ= 120.0°  φ= 360.0°  ψ= 149.4°
             aleut_burial_ritual: θ=  60.0°  φ= 360.0°  ψ= 149.4°
                yanomami_wayamou: θ=  60.0°  φ= 360.0°  ψ= 149.4°
        tzotzil_carnival_chamula: θ= 120.0°  φ= 360.0°  ψ= 149.4°
         apache_sunrise_ceremony: θ=  60.0°  φ= 360.0°  ψ= 149.4°
          egyptian_pyramid_texts: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                     enuma_elish: θ= 140.0°  φ= 300.0°  ψ= 149.4°
               epic_of_gilgamesh: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                        rig_veda: θ= 140.0°  φ= 180.0°  ψ= 149.4°
            eleusinian_mysteries: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                   homeric_hymns: θ= 140.0°  φ= 180.0°  ψ= 149.4°
                 dionysian_rites: θ= 120.0°  φ= 360.0°  ψ= 149.4°
                     poetic_edda: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                      upanishads: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                torah_pentateuch: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                           quran: θ= 140.0°  φ= 180.0°  ψ= 149.4°
                      dhammapada: θ= 120.0°  φ= 180.0°  ψ= 149.4°
                    bardo_thodol: θ= 140.0°  φ= 220.0°  ψ= 149.4°
                     heart_sutra: θ= 130.0°  φ= 320.0°  ψ=  90.0°
                        zhuangzi: θ= 160.0°  φ= 300.0°  ψ=  90.0°
                    orphic_hymns: θ= 140.0°  φ= 180.0°  ψ= 149.4°
           ifa_divination_corpus: θ= 140.0°  φ= 300.0°  ψ= 149.4°
               corpus_hermeticum: θ= 100.0°  φ= 260.0°  ψ=  90.0°
                    genesis_book: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                     exodus_book: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                  leviticus_book: θ= 100.0°  φ=  40.0°  ψ= 270.0°
                    numbers_book: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                deuteronomy_book: θ= 140.0°  φ= 180.0°  ψ= 149.4°
                     joshua_book: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                     judges_book: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                       ruth_book: θ= 140.0°  φ= 300.0°  ψ= 149.4°
               first_samuel_book: θ= 140.0°  φ= 300.0°  ψ= 149.4°
               second_kings_book: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                        job_book: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                     psalms_book: θ= 140.0°  φ= 180.0°  ψ= 149.4°
               ecclesiastes_book: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                   proverbs_book: θ= 140.0°  φ= 180.0°  ψ= 149.4°
                     isaiah_book: θ= 140.0°  φ= 300.0°  ψ= 149.4°
                     daniel_book: θ= 140.0°  φ= 300.0°  ψ= 149.4°
              song_of_songs_book: θ= 120.0°  φ= 220.0°  ψ= 149.4°
               lamentations_book: θ= 120.0°  φ= 300.0°  ψ= 149.4°
                     esther_book: θ= 120.0°  φ= 300.0°  ψ= 149.4°
                    ezekiel_book: θ= 140.0°  φ= 300.0°  ψ= 149.4°
               rongorongo_script: θ= 120.0°  φ= 220.0°  ψ= 149.4°
   belnap_sic_povm_unconditional: θ= 160.0°  φ= 320.0°  ψ=  90.0°
    belnap_multilattice_sic_povm: θ= 160.0°  φ= 320.0°  ψ=  90.0°
   conventional_sic_povm_hilbert: θ= 140.0°  φ= 190.0°  ψ= 149.4°
           perfect_cuboid_lifted: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                       momonados: θ= 160.0°  φ= 360.0°  ψ=  90.0°
   frobenius_closure_inc_squared: θ= 160.0°  φ= 320.0°  ψ=  90.0°
               descent_of_inanna: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                       atrahasis: θ= 160.0°  φ= 320.0°  ψ=  90.0°
             babylonian_theodicy: θ= 120.0°  φ= 260.0°  ψ= 149.4°
                    coffin_texts: θ= 160.0°  φ= 320.0°  ψ=  90.0°
             orphic_gold_tablets: θ=  80.0°  φ= 320.0°  ψ=  90.0°
                   diamond_sutra: θ= 140.0°  φ= 320.0°  ψ=  90.0°
                     lotus_sutra: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                           zohar: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                    i_ching_text: θ= 130.0°  φ= 320.0°  ψ=  90.0°
                      prose_edda: θ= 160.0°  φ= 320.0°  ψ= 149.4°
        dogon_creation_narrative: θ= 140.0°  φ= 320.0°  ψ=  90.0°
                    rumi_masnavi: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                    tao_te_ching: θ=  90.0°  φ= 240.0°  ψ=  90.0°
                     yoga_sutras: θ= 140.0°  φ= 320.0°  ψ=  90.0°
          mumonkan_gateless_gate: θ=  90.0°  φ= 320.0°  ψ=  90.0°
              confucian_analects: θ= 100.0°  φ= 180.0°  ψ= 270.0°
              book_of_revelation: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                  fusus_al_hikam: θ= 160.0°  φ= 360.0°  ψ=  90.0°
                      mabinogion: θ= 120.0°  φ= 260.0°  ψ= 270.0°
                          amduat: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                   book_of_gates: θ= 160.0°  φ= 320.0°  ψ=  90.0°
      egyptian_wisdom_literature: θ=  70.0°  φ=  60.0°  ψ= 270.0°
                mithraic_liturgy: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                       hermetica: θ= 160.0°  φ= 360.0°  ψ=  90.0°
                   devi_mahatmya: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                         puranas: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                         tantras: θ= 160.0°  φ= 320.0°  ψ=  90.0°
               babylonian_talmud: θ= 160.0°  φ= 360.0°  ψ=  90.0°
             hekhalot_literature: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                      philokalia: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                san_trance_dance: θ= 130.0°  φ= 360.0°  ψ=  90.0°
                          kojiki: θ= 160.0°  φ= 320.0°  ψ= 149.4°
         taoist_alchemical_texts: θ= 160.0°  φ= 320.0°  ψ=  90.0°
             songlines_tjukurrpa: θ= 160.0°  φ= 300.0°  ψ=  90.0°
                 kemetic_alchemy: θ= 160.0°  φ= 300.0°  ψ=  90.0°
                      palo_monte: θ= 140.0°  φ= 300.0°  ψ=  90.0°
         ethiopian_debtera_magic: θ= 140.0°  φ= 300.0°  ψ= 270.0°
                candomble_orisha: θ= 160.0°  φ= 300.0°  ψ=  90.0°
  aboriginal_initiation_ceremony: θ= 160.0°  φ= 300.0°  ψ=  90.0°
                 zar_spirit_cult: θ= 140.0°  φ= 220.0°  ψ=  90.0°
              egungun_masquerade: θ= 160.0°  φ= 300.0°  ψ=  90.0°
             wandjina_sky_beings: θ= 160.0°  φ= 300.0°  ψ=  90.0°
                     nkisi_kongo: θ= 140.0°  φ= 300.0°  ψ= 270.0°
                   lk99_material: θ= 120.0°  φ= 220.0°  ψ=  90.0°
                lk99_controversy: θ= 160.0°  φ= 320.0°  ψ= 210.6°
             codex_seraphinianus: θ= 120.0°  φ= 180.0°  ψ= 149.4°
              platonic_archetype: θ= 120.0°  φ= 260.0°  ψ= 149.4°
                      pareidolia: θ= 120.0°  φ= 180.0°  ψ= 149.4°
                 odinn_allfather: θ= 160.0°  φ= 300.0°  ψ= 149.4°
                 thorr_thunderer: θ=  60.0°  φ= 260.0°  ψ= 270.0°
               loki_laufeyjarson: θ=  90.0°  φ= 200.0°  ψ= 210.6°
             baldr_the_beautiful: θ=  40.0°  φ=  60.0°  ψ= 270.0°
                     fenrir_wolf: θ=  80.0°  φ= 200.0°  ψ= 270.0°
                  freyja_vanadis: θ=  60.0°  φ= 330.0°  ψ= 149.4°
                voluspa_prophecy: θ= 160.0°  φ= 320.0°  ψ=  90.0°
          ragnarok_twilight_gods: θ= 160.0°  φ= 360.0°  ψ=  90.0°
                baldrs_death_arc: θ= 120.0°  φ= 300.0°  ψ= 149.4°
            havamal_odins_wisdom: θ= 160.0°  φ= 260.0°  ψ=  90.0°
                  tyr_one_handed: θ=  60.0°  φ= 180.0°  ψ= 149.4°
              heimdallr_watchman: θ=  60.0°  φ= 330.0°  ψ= 270.0°
       jormungandr_world_serpent: θ=  80.0°  φ= 200.0°  ψ= 270.0°
                  mead_of_poetry: θ= 140.0°  φ= 300.0°  ψ= 149.4°
              odinn_eye_in_mimir: θ= 180.0°  φ= 300.0°  ψ=  90.0°
                 odinn_dissolved: θ= 140.0°  φ= 360.0°  ψ=  90.0°
     categorical_encoding_system: θ= 160.0°  φ= 320.0°  ψ=  90.0°
         void_consensus_protocol: θ= 140.0°  φ= 200.0°  ψ=  90.0°
                 void_bod_tensor: θ= 140.0°  φ= 240.0°  ψ= 149.4°
                tao_laozi_tensor: θ= 130.0°  φ= 300.0°  ψ=  90.0°
                   void_tao_meet: θ= 110.0°  φ= 160.0°  ψ=  90.0°
                  bod_laozi_meet: θ=  80.0°  φ= 300.0°  ψ=  90.0°
       sacred_paths_shared_floor: θ= 110.0°  φ= 240.0°  ψ=  90.0°
                   void_tao_join: θ= 160.0°  φ= 330.0°  ψ=  90.0°
                  bod_laozi_join: θ= 160.0°  φ= 300.0°  ψ= 149.4°
                 great_attractor: θ= 100.0°  φ= 250.0°  ψ= 270.0°
                  great_repeller: θ=  60.0°  φ=  40.0°  ψ= 270.0°
                   cosmic_breath: θ= 100.0°  φ= 160.0°  ψ= 270.0°
       consciousness_cosmic_join: θ= 120.0°  φ= 190.0°  ψ=  90.0°
              gout_hyperuricemia: θ= 100.0°  φ= 200.0°  ψ= 149.4°
                xanthine_oxidase: θ=  20.0°  φ=  80.0°  ψ= 270.0°
               msu_urate_crystal: θ=  70.0°  φ=  40.0°  ψ= 270.0°
              nlrp3_inflammasome: θ=  80.0°  φ=  80.0°  ψ= 270.0°
     fcagt_anti_gout_therapeutic: θ= 120.0°  φ= 260.0°  ψ=  90.0°
