abandon	⊢⊢⊢⊢◻∋∋∈∈⊣⊥⊤  
profit	⊢⊢⊢⊢∈⊙≻≺⊤∋∋⊙  
program	⊢⊢⊣≺⊢⊤⊣⊞◻⊣⊢⋈  
project	⊢⊢⊣≺⊢⊤≻⊣≺⊥⊙⊤  
promote	⊢⊢⊣≺⊢⊤≻⋈∈⊤⊤⊙  
proof	⊢⊢⊢⊢⊢≻◻∋⊙⋈≻⊢  
property	⊢≻⊥⊥◻⊙⊥⊥⊞⊤⊤⊣  
prosper	⊢⊢⊣≺⊢⊤≻⊞≻◻◻≺  
protect	⊢⊢⊣≺⊢⊤≻⊞⊥⊙∈◻  
proud	⊢⊢⊢⊢⊢≻◻∋⊙⊤≺⋈  
provide	⊢⊢⊣≺⊢⊤≺⊢⊞≻≺⊤  
public	⊢⊢⊢⊢∈⊙∋⊙≻⊙∋⊥  
pudding	⊢⊢⊣≺⊣⊤∋⊣⊥∋≻⊣  
pull	⊢⊢⊢⊢⊢⊢⊣≺◻≺∋⊥  
pulp	⊢⊢⊢⊢⊢⊢⊣≺◻≺⊙⊣  
pulse	⊢⊢⊢⊢⊢≻◻⊞⊤≺⊥⊤  
pumpkin	⊢⊢⊣≺⊣∋≺≺⊞◻⊙⊙  
punch	⊢⊢⊢⊢⊢≻◻⊞⊤⊞◻≻  
pupil	⊢⊢⊢⊢⊢≻◻⊞∈⊞≻∈  
puppy	⊢⊢⊢⊢⊢≻◻⊞∈◻∋⋈  
purchase	⊢≻⊞⊢⊥≻≻⊣≺∋∈⊤  
purity	⊢⊢⊢⊢∈⊙⊙◻≺⊞⊙⊣  
purpose	⊢⊢⊣≺⊣⊙≻⊢≻∈∋≻  
purse	⊢⊢⊢⊢⊢≻◻⊞∋⊞⊣◻  
push	⊢⊢⊢⊢⊢⊢⊣≺◻⋈◻≻  
put	⊢⊢⊢⊢⊢⊢⊢⊢∋⊣⊢◻  
puzzle	⊢⊢⊢⊢∈⊙⊥∋∈⊢∋≻  
pyramid	⊢⊢⊣≺≺≺≺⊤⊥⊥⊢⋈  
quality	⊢⊢⊣⋈⊢≻⊞≺◻⊞≺∋  
quantum	⊢⊢⊣⋈⊢≻⊞∈≺≺⊤∋  
quarter	⊢⊢⊣⋈⊢≻⊞⊞⊢∋≺⊢  
question	⊢≺⊢⊢⊙⊣⊥⊤⊢∈⊞≻  
quick	⊢⊢⊢⊢⊢≺⊣◻◻⋈≻⊤  
quit	⊢⊢⊢⊢⊢⊢⊣⋈⊞∋⊥◻  
quiz	⊢⊢⊢⊢⊢⊢⊣⋈⊞∋⊞⊤  
quote	⊢⊢⊢⊢⊢≺≻⊢≻⊣⊙⊙  
rabbit	⊢⊢⊢⊢∋≻⊙≺≺⊣≺≻  
raccoon	⊢⊢⊣⋈≺⊢⊥∈⊥≻⊞◻  
race	⊢⊢⊢⊢⊢⊢⊣⊤⊣∈⊢⊤  
rack	⊢⊢⊢⊢⊢⊢⊣⊤⊣∈⊢◻  
radar	⊢⊢⊢⊢⊢≺≻∈⋈◻⋈∈  
radio	⊢⊢⊢⊢⊢≺≻∈⊤⊢⊞≺  
rail	⊢⊢⊢⊢⊢⊢⊣⊤⊣∋≻∈  
rain	⊢⊢⊢⊢⊢⊢⊣⊤⊣∋≻⊙  
raise	⊢⊢⊢⊢⊢≺≻∈∋≺◻⊙  
rally	⊢⊢⊢⊢⊢≺≻∈⊙⊤◻⊞  
ramp	⊢⊢⊢⊢⊢⊢⊣⊤⊣∋◻⊞  
ranch	⊢⊢⊢⊢⊢≺≻∈⊥≻≺⊙  
random	⊢⊢⊢⊢∋≻⊥≻⊙⊙⊙∋  
range	⊢⊢⊢⊢⊢≺≻∈⊥≺⊢⊤  
rapid	⊢⊢⊢⊢⊢≺≻∈⊞⊣∈⋈  
rare	⊢⊢⊢⊢⊢⊢⊣⊤⊣⊙⊞≻  
rate	⊢⊢⊢⊢⊢⊢⊣⊤⊣⊥≻⊙  
rather	⊢⊢⊢⊢∋≻⊥⊙∈∋≺⊢  
raven	⊢⊢⊢⊢⊢≺≻∋⊢∋≻⊙  
raw	⊢⊢⊢⊢⊢⊢⊢⊢∋∋⊤⊙  
razor	⊢⊢⊢⊢⊢≺≻∋≻⊤⋈∈  
ready	⊢⊢⊢⊢⊢≺≻⊞⊣≺∈∋  
real	⊢⊢⊢⊢⊢⊢⊣⊤≺⊣◻∈  
reason	⊢⊢⊢⊢∋≺⋈⊥⊤⊣◻⊙  
rebel	⊢⊢⊢⊢⊢≺≻⊞⊣⊙⊙∈  
rebuild	⊢⊢⊣⋈⋈∋◻⊤◻≻⊤∋  
recall	⊢⊢⊢⊢∋≺⋈⊞⊙≺∋⊥  
receive	⊢⊢⊣⋈⋈⊙⊢⋈⋈∋⊞◻  
recipe	⊢⊢⊢⊢∋≺⋈⊞◻⊙⊞≻  
record	⊢⊢⊢⊢∋≺⋈◻≻≺∋⊣  
recycle	⊢⊢⊣⋈⋈⊙⊣◻⊣⊥⋈◻  
reduce	⊢⊢⊢⊢∋≺⊤⊢≺◻⊞≻  
reflect	⊢⊢⊣⋈⋈⊙∋≺⊥⊢⊙⊤  
reform	⊢⊢⊢⊢∋≺⊤≻⊢⊤⊙∋  
refuse	⊢⊢⊢⊢∋≺⊤≻≺⊢≻⊙  
region	⊢⊢⊢⊢∋≺⊤≻⊥≺⊤⊙  
regret	⊢⊢⊢⊢∋≺⊤≺⊢◻≻⊤  
regular	⊢⊢⊣⋈⋈⊙⊞≻≻⊢∈⊢  
reject	⊢⊢⊢⊢∋≺⊤⊤⊤∋⊢◻  
relax	⊢⊢⊢⊢⊢≺≻⊞⊤⊞⊙⊢  
release	⊢⊢⊣⋈⋈⊥∋∈⊥⊣⊞◻  
relief	⊢⊢⊢⊢∋≺⊤∋∈⊢◻⊥  
rely	⊢⊢⊢⊢⊢⊢⊣⊤≺⋈⊣⋈  
remain	⊢⊢⊢⊢∋≺⊤⊙≻⊣◻⊙  
remember	⊢≺⊢⊞⊞⊢⊞⊥⋈∋⊢⊥  
remind	⊢⊢⊢⊢∋≺⊤⊙⊤∋⋈⊣  
remove	⊢⊢⊢⊢∋≺⊤⊙⊙≺≻⊙  
render	⊢⊢⊢⊢∋≺⊤⊥≻⊥⊣∈  
renew	⊢⊢⊢⊢⊢≺≻⊞∈⊥∈⊤  
rent	⊢⊢⊢⊢⊢⊢⊣⊤≺⋈⊤⊤  
reopen	⊢⊢⊢⊢∋≺⊤⊞∋≻∈⊤  
repair	⊢⊢⊢⊢∋≺⊤◻⊢⋈⊢⊥  
repeat	⊢⊢⊢⊢∋≺⊤◻⊣⊞⊥◻  
replace	⊢⊢⊣⋈⋈⊞⋈∋⊞⊥◻⊙  
report	⊢⊢⊢⊢∋≺⊤◻∈⋈∋⊙  
require	⊢⊢⊣⋈⋈⊞∋∈⋈∈⊢⊤  
rescue	⊢⊢⊢⊢∋≺∈⊣◻∈⋈◻  
resemble	⊢≺⊢◻⊢⊤⊙⊥≺≺⋈◻  
resist	⊢⊢⊢⊢∋≺∈≻≻⊢∈≻  
resource	⊢≺⊢◻⊢∋∈⊥⊙⊤⊞≻  
response	⊢≺⊢◻⊢∋⊙⊤∈≺⊢⊤  
result	⊢⊢⊢⊢∋≺∈≻∈◻◻⊤  
retire	⊢⊢⊢⊢∋≺∈≺⊣⋈⊞◻  
retreat	⊢⊢⊣⋈⋈◻⊣⊙≺⊢≺◻  
return	⊢⊢⊢⊢∋≺∈≺∈⊤⊙⊙  
reunion	⊢⊢⊣⋈⋈◻≺∈≻⊞◻⊙  
reveal	⊢⊢⊢⊢∋≺∈⋈⊞≻⊞⊥  
review	⊢⊢⊢⊢∋≺∈⋈◻◻◻⊙  
reward	⊢⊢⊢⊢∋≺∈⊤⊙≻⊤∋  
rhythm	⊢⊢⊢⊢∋⋈⊣⊣⊣⊤⊞⊞  
rib	⊢⊢⊢⊢⊢⊢⊢⊢∋⊙⊥◻  
ribbon	⊢⊢⊢⊢∋⋈⊣⋈≺∈⊞≻  
rice	⊢⊢⊢⊢⊢⊢⊣⊤⋈⊞∈⊤  
rich	⊢⊢⊢⊢⊢⊢⊣⊤⋈⊞∈⊙  
ride	⊢⊢⊢⊢⊢⊢⊣⊤⋈⊞⊙⊙  
ridge	⊢⊢⊢⊢⊢≺≺≻⊢⊣⊞◻  
rifle	⊢⊢⊢⊢⊢≺≺≻⊣⊢◻⊙  
right	⊢⊢⊢⊢⊢≺≺≻⊣⊤⋈⊙  
rigid	⊢⊢⊢⊢⊢≺≺≻⊣⊤⊤∋  
ring	⊢⊢⊢⊢⊢⊢⊣⊤⊤⊢∋⋈  
riot	⊢⊢⊢⊢⊢⊢⊣⊤⊤⊢⊞⊙  
ripple	⊢⊢⊢⊢∋⋈≻∈⊢⊞⊙⊙  
risk	⊢⊢⊢⊢⊢⊢⊣⊤⊤⊣∈◻  
ritual	⊢⊢⊢⊢∋⋈≻⊞⊢⋈⊥≺  
rival	⊢⊢⊢⊢⊢≺≺≻∋∋◻∈  
river	⊢⊢⊢⊢⊢≺≺≻∋⊙⊥⊢  
road	⊢⊢⊢⊢⊢⊢⊣⊤∋⋈∈⋈  
roast	⊢⊢⊢⊢⊢≺≺∋∋⊤≻⊤  
robot	⊢⊢⊢⊢⊢≺≺∋∋⊥∈≻  
robust	⊢⊢⊢⊢∋⊤≻≻⊙◻≻⊤  
rocket	⊢⊢⊢⊢∋⊤≻≺≺⊞∋⊙  
romance	⊢⊢⊣⋈⊙⊥⊞⊢⊞⊢⋈◻  
roof	⊢⊢⊢⊢⊢⊢⊣⊤∋∋≻⊢  
rookie	⊢⊢⊢⊢∋⊤≺≻⊙∋∈⊤  
room	⊢⊢⊢⊢⊢⊢⊣⊤∋∋≻∋  
rose	⊢⊢⊢⊢⊢⊢⊣⊤∋∋⊞◻  
rotate	⊢⊢⊢⊢∋⊤≺∋⊣∈⋈◻  
rough	⊢⊢⊢⊢⊢≺≺⊙≺⊙⊣⊤  
round	⊢⊢⊢⊢⊢≺≺⊙≺⊥⋈⊞  
route	⊢⊢⊢⊢⊢≺≺⊙≺⊞∈⊤  
royal	⊢⊢⊢⊢⊢≺≺⊙⊤≺≺≺  
rubber	⊢⊢⊢⊢∋∈≻◻⊥◻⊥⊢  
rude	⊢⊢⊢⊢⊢⊢⊣⊤⊥◻⊤⊙  
rug	⊢⊢⊢⊢⊢⊢⊢⊢∋◻⊣⋈  
rule	⊢⊢⊢⊢⊢⊢⊣⊤⊞⊢◻⊙  
run	⊢⊢⊢⊢⊢⊢⊢⊢∋◻⊣◻  
runway	⊢⊢⊢⊢∋∈≺◻◻⊤∋⋈  
rural	⊢⊢⊢⊢⊢≺⋈⊣⊞∋◻∈  
sad	⊢⊢⊢⊢⊢⊢⊢⊢⊙⊢⋈⊞  
saddle	⊢⊢⊢⊢∋∋∈⊣≻∈⋈◻  
sadness	⊢⊢⊣⊤⊣⊞⊥⊤◻∋≺⊣  
safe	⊢⊢⊢⊢⊢⊢⊣∈⊢◻≺⊤  
sail	⊢⊢⊢⊢⊢⊢⊣∈⊢◻⊞⊥  
salad	⊢⊢⊢⊢⊢≺⋈⊙≺⊞⋈⊣  
salmon	⊢⊢⊢⊢∋∋∈⊥⊣∈⊣≻  
salon	⊢⊢⊢⊢⊢≺⋈⊙⋈⊣⊢⊤  
salt	⊢⊢⊢⊢⊢⊢⊣∈⊣⊢∈≻  
salute	⊢⊢⊢⊢∋∋∈⊥⋈◻⊤⊙  
same	⊢⊢⊢⊢⊢⊢⊣∈⊣⊢∋≻  
sample	⊢⊢⊢⊢∋∋∈⊞≻⊣⋈≻  
sand	⊢⊢⊢⊢⊢⊢⊣∈⊣⊢⊥⋈  
satisfy	⊢⊢⊣⊤≻⊣∋≺⊥⊣≺∋  
satoshi	⊢⊢⊣⊤≻⊣∋⊥⊤⊤⊙≺  
sauce	⊢⊢⊢⊢⊢≺⋈⊙∋⊙≺⊤  
sausage	⊢⊢⊣⊤≻⊣⊞≻≻◻∋◻  
save	⊢⊢⊢⊢⊢⊢⊣∈⊣≻≺⊤  
say	⊢⊢⊢⊢⊢⊢⊢⊢⊙⊢∈∋  
scale	⊢⊢⊢⊢⊢≺⋈⊥⊞≻⊣≻  
scan	⊢⊢⊢⊢⊢⊢⊣∈⊣⊙∈⊤  
scare	⊢⊢⊢⊢⊢≺⋈⊥⊞≺≻⊙  
scatter	⊢⊢⊣⊤≻∋⊞◻≻◻⋈∈  
scene	⊢⊢⊢⊢⊢≺⋈⊥◻⊞⊙⊙  
scheme	⊢⊢⊢⊢∋∋⊞⊙≺∋∈⊤  
school	⊢⊢⊢⊢∋∋⊞⊙∋⊞∋⊢  
science	⊢⊢⊣⊤≻⊥≻⊥⊥⊞⊙⊙  
scissors	⊢≺≻⊥≻◻⊞⊤≺⊢⊣∋  
scorpion	⊢≺≻⊥⊤⋈∈⊢⊤≺∋◻  
scout	⊢⊢⊢⊢⊢≺⋈⊞⋈≻⊥≻  
scrap	⊢⊢⊢⊢⊢≺⋈⊞⊤≻≻⊣  
screen	⊢⊢⊢⊢∋∋◻⊤⊥⋈◻⊙  
script	⊢⊢⊢⊢∋∋◻⊤◻≺≺◻  
scrub	⊢⊢⊢⊢⊢≺⋈⊞⊤⊤⊥◻  
sea	⊢⊢⊢⊢⊢⊢⊢⊢⊙⊣⊣∋  
search	⊢⊢⊢⊢∋⊙≻⊤⋈≺⊥⊙  
season	⊢⊢⊢⊢∋⊙≻⊤⋈◻⊣◻  
seat	⊢⊢⊢⊢⊢⊢⊣∈≻∈⊙⊤  
second	⊢⊢⊢⊢∋⊙≻∋≻⊢⊢⋈  
secret	⊢⊢⊢⊢∋⊙≻∋≺⊣∋⊙  
section	⊢⊢⊣⊤≺⊤⊞∈⊣⊣⊢⊤  
security	⊢≺≻⊞⊞≻⊞∈⋈◻∋⋈  
seed	⊢⊢⊢⊢⊢⊢⊣∈≻∋⋈⊣  
seek	⊢⊢⊢⊢⊢⊢⊣∈≻∋⋈⊙  
segment	⊢⊢⊣⊤≺∈∈⊤⊥⊞⊢◻  
select	⊢⊢⊢⊢∋⊙≺≺⋈⊣∋⊙  
sell	⊢⊢⊢⊢⊢⊢⊣∈≻⊙⊙∈  
seminar	⊢⊢⊣⊤≺∋∋⊢⊣⊣⊥⊥  
senior	⊢⊢⊢⊢∋⊙≺⊤⋈⊥∈⊢  
sense	⊢⊢⊢⊢⊢≺⊤⊢≻∈∋≻  
sentence	⊢≺≻◻≻∋⊤⊙⋈∋⊣◻  
series	⊢⊢⊢⊢∋⊙≺⊥≻≻⋈∋  
service	⊢⊢⊣⊤≺⊙∈⊙⋈⊞∈⊤  
session	⊢⊢⊣⊤≺⊙⊙∋≻⊤⋈≻  
settle	⊢⊢⊢⊢∋⊙≺◻⊤⊙∋◻  
setup	⊢⊢⊢⊢⊢≺⊤⊢⊤⊣⊤⊣  
seven	⊢⊢⊢⊢⊢≺⊤⊢⊤⊙∈⊤  
shadow	⊢⊢⊢⊢∋⊙⊙⊥⊥≻◻⊙  
shaft	⊢⊢⊢⊢⊢≺⊤≻∋⊢∈≻  
shallow	⊢⊢⊣⊤⋈∋⊞∋≺⊤≻⊙  
share	⊢⊢⊢⊢⊢≺⊤≻∋≻∋◻  
shed	⊢⊢⊢⊢⊢⊢⊣∈≺⊞∈⋈  
shell	⊢⊢⊢⊢⊢≺⊤≻⊙⊥⊞⊢  
sheriff	⊢⊢⊣⊤⋈⊙∋∋⋈∈∋≺  
shield	⊢⊢⊢⊢∋⊙⊥⊤⋈⊙⊞⊣  
shift	⊢⊢⊢⊢⊢≺⊤≻⊞⊤⊢≻  
shine	⊢⊢⊢⊢⊢≺⊤≻⊞∈⋈◻  
ship	⊢⊢⊢⊢⊢⊢⊣∈≺◻⋈⋈  
shiver	⊢⊢⊢⊢∋⊙⊥⊤◻⊥⊙≺  
shock	⊢⊢⊢⊢⊢≺⊤≺⊢⊞⊥≻  
shoe	⊢⊢⊢⊢⊢⊢⊣∈⋈⊢⋈◻  
shoot	⊢⊢⊢⊢⊢≺⊤≺⊣⊣⊢◻  
shop	⊢⊢⊢⊢⊢⊢⊣∈⋈⊢⊤⊞  
short	⊢⊢⊢⊢⊢≺⊤≺⊣⊣∋⊙  
shoulder	⊢≺≺⊣◻⊤⊙⊞⊙⊤⊥⊢  
shove	⊢⊢⊢⊢⊢≺⊤≺⊣≻≺⊤  
shrimp	⊢⊢⊢⊢∋⊙⊞≻⊢◻∈∋  
shrug	⊢⊢⊢⊢⊢≺⊤≺≻⊤≺∋  
shuffle	⊢⊢⊣⊤⋈◻⋈⊥◻⊤≺⊤  
shy	⊢⊢⊢⊢⊢⊢⊢⊢⊙⊣⊞⋈  
sibling	⊢⊢⊣⊤⊤⊢⊞⋈⊥⊤⊤⊞  
sick	⊢⊢⊢⊢⊢⊢⊣∈⋈≺≺≻  
side	⊢⊢⊢⊢⊢⊢⊣∈⋈≺⋈◻  
siege	⊢⊢⊢⊢⊢≺⊤≺⊙⊣∈⊤  
sight	⊢⊢⊢⊢⊢≺⊤≺⊙◻◻⊤  
sign	⊢⊢⊢⊢⊢⊢⊣∈⋈⋈⊢⊤  
silent	⊢⊢⊢⊢∋⊙◻⊥⊞⊤◻⊤  
silk	⊢⊢⊢⊢⊢⊢⊣∈⋈⋈◻⊤  
silly	⊢⊢⊢⊢⊢≺⊤≺◻≻⊢∋  
silver	⊢⊢⊢⊢∋⊙◻⊞⊤∈≺⊥  
similar	⊢⊢⊣⊤⊤≻⊥∋◻⋈⊤≺  
simple	⊢⊢⊢⊢∋⊙◻◻≻⊤⊞≻  
since	⊢⊢⊢⊢⊢≺⊤≺◻⊞⋈≻  
sing	⊢⊢⊢⊢⊢⊢⊣∈⋈⊤≺∋  
siren	⊢⊢⊢⊢⊢≺⊤⋈⊣∋⊢⊤  
sister	⊢⊢⊢⊢∋⊥⊢⊤⊢⊤⊢⊢  
situate	⊢⊢⊣⊤⊤⋈⊣∈⋈∈⋈◻  
six	⊢⊢⊢⊢⊢⊢⊢⊢⊙≻⊢∈  
size	⊢⊢⊢⊢⊢⊢⊣∈⋈∋∈⊤  
skate	⊢⊢⊢⊢⊢≺⊤⊤⊤⊤⊣≻  
sketch	⊢⊢⊢⊢∋⊥≺∋⊢⊢⊢⊙  
ski	⊢⊢⊢⊢⊢⊢⊢⊢⊙≻≺⊥  
skill	⊢⊢⊢⊢⊢≺⊤⊤⊙⊙⊣⊥  
skin	⊢⊢⊢⊢⊢⊢⊣∈⊤≻∈⊤  
skirt	⊢⊢⊢⊢⊢≺⊤⊤⊙⊥≺◻  
skull	⊢⊢⊢⊢⊢≺⊤∈⊣⊙⊞⊥  
slab	⊢⊢⊢⊢⊢⊢⊣∈⊤∈⊢≻  
slam	⊢⊢⊢⊢⊢⊢⊣∈⊤∈⊣⊣  
sleep	⊢⊢⊢⊢⊢≺⊤∈∈≺≺∋  
slender	⊢⊢⊣⊤∈≺⊥◻≺◻≻≺  
slice	⊢⊢⊢⊢⊢≺⊤∈∋◻⊣≻  
slide	⊢⊢⊢⊢⊢≺⊤∈∋◻≺⊤  
slight	⊢⊢⊢⊢∋⊥⊤◻◻⊙∈◻  
slim	⊢⊢⊢⊢⊢⊢⊣∈⊤∋∋⊣  
slogan	⊢⊢⊢⊢∋⊥∈⊤∋◻⋈≻  
slot	⊢⊢⊢⊢⊢⊢⊣∈⊤⊙⊥≻  
slow	⊢⊢⊢⊢⊢⊢⊣∈⊤⊙⊥⊤  
slush	⊢⊢⊢⊢⊢≺⊤∋⊣≻⊞⊤  
small	⊢⊢⊢⊢⊢≺⊤∋⋈⊣⊢≺  
smart	⊢⊢⊢⊢⊢≺⊤∋⋈≻≻⊤  
smile	⊢⊢⊢⊢⊢≺⊤∋∋⊤⊤⊙  
smoke	⊢⊢⊢⊢⊢≺⊤∋⊥◻∋◻  
smooth	⊢⊢⊢⊢∋⊥⊙∋∋⊣◻≻  
snack	⊢⊢⊢⊢⊢≺⊤⊙≺⋈⊢≻  
snake	⊢⊢⊢⊢⊢≺⊤⊙≺⊤⊤⊙  
snap	⊢⊢⊢⊢⊢⊢⊣∈∈⋈≻⊞  
sniff	⊢⊢⊢⊢⊢≺⊤⊙∈⊥⊢∈  
snow	⊢⊢⊢⊢⊢⊢⊣∈∈∈⊞◻  
soap	⊢⊢⊢⊢⊢⊢⊣∈∈⊥≺∋  
soccer	⊢⊢⊢⊢∋⊥◻◻⊢≺≺⊥  
social	⊢⊢⊢⊢∋⊥◻◻≻⊙⊞⊥  
sock	⊢⊢⊢⊢⊢⊢⊣∈∈⊥∋⊙  
soda	⊢⊢⊢⊢⊢⊢⊣∈∈⊥⊥⊣  
soft	⊢⊢⊢⊢⊢⊢⊣∈∈⊞≺≻  
solar	⊢⊢⊢⊢⊢≺⊤⊥∋⋈⊢⊥  
soldier	⊢⊢⊣⊤∋∋⊤⊣⋈≺⊣∈  
solid	⊢⊢⊢⊢⊢≺⊤⊥∋⊤⊤∋  
solution	⊢≺≺⊙⊣◻∋≻⊞≺≺⊤  
solve	⊢⊢⊢⊢⊢≺⊤⊥∋∋⊞◻  
someone	⊢⊢⊣⊤∋∋∋⋈⊣⊞⋈≻  
song	⊢⊢⊢⊢⊢⊢⊣∈∈◻⊙⊣  
soon	⊢⊢⊢⊢⊢⊢⊣∈∈◻⊞◻  
sorry	⊢⊢⊢⊢⊢≺⊤⊥⊞⊣⊙⊣  
sort	⊢⊢⊢⊢⊢⊢⊣∈∋⊢∈≻  
soul	⊢⊢⊢⊢⊢⊢⊣∈∋⊣⊢≺  
sound	⊢⊢⊢⊢⊢≺⊤⊥◻≺◻∋  
soup	⊢⊢⊢⊢⊢⊢⊣∈∋⊣⊢∋  
source	⊢⊢⊢⊢∋⊞⊣⋈∋∋⊣◻  
south	⊢⊢⊢⊢⊢≺⊤⊥◻⊤⊣⊤  
space	⊢⊢⊢⊢⊢≺⊤⊞≻⊣⋈≻  
spare	⊢⊢⊢⊢⊢≺⊤⊞≻⋈⊣◻  
spatial	⊢⊢⊣⊤∋⊞⋈∈∋≻⋈⊢  
spawn	⊢⊢⊢⊢⊢≺⊤⊞≻⊤⊣◻  
speak	⊢⊢⊢⊢⊢≺⊤⊞≺⊥≺≻  
special	⊢⊢⊣⊤∋⊞◻⊙◻⊙⊞⊥  
speed	⊢⊢⊢⊢⊢≺⊤⊞≺⊥◻∋  
spell	⊢⊢⊢⊢⊢≺⊤⊞≺◻⋈⊢  
spend	⊢⊢⊢⊢⊢≺⊤⊞≺◻∋⊞  
sphere	⊢⊢⊢⊢∋⊞≻⊤⊤⊥⊥⊤  
spice	⊢⊢⊢⊢⊢≺⊤⊞⊤⊤⊞≻  
spider	⊢⊢⊢⊢∋⊞≻∈⋈∋⊢⊥  
spike	⊢⊢⊢⊢⊢≺⊤⊞⊤∋⋈≻  
spin	⊢⊢⊢⊢⊢⊢⊣∈∋≺⊞≻  
spirit	⊢⊢⊢⊢∋⊞≻∈⊞∈⊙⊤  
split	⊢⊢⊢⊢⊢≺⊤⊞∈⊞≺≻  
spoil	⊢⊢⊢⊢⊢≺⊤⊞⊙⊣⋈⊥  
sponsor	⊢⊢⊣⊤⊙⊢⊞⊢⊢◻⋈∈  
spoon	⊢⊢⊢⊢⊢≺⊤⊞⊙≻∈⊤  
sport	⊢⊢⊢⊢⊢≺⊤⊞⊙≺⊣⊙  
spot	⊢⊢⊢⊢⊢⊢⊣∈∋⊤⊢≻  
spray	⊢⊢⊢⊢⊢≺⊤⊞⊥≺≻⊣  
spread	⊢⊢⊢⊢∋⊞≺≻◻⊤⊤∋  
spring	⊢⊢⊢⊢∋⊞≺≺⊣⋈≻⊣  
spy	⊢⊢⊢⊢⊢⊢⊢⊢⊙≺⋈⋈  
square	⊢⊢⊢⊢∋⊞⊤∋≺⊥⊢⊤  
squeeze	⊢⊢⊣⊤⊙∈∋⊙⊥⊙⊞≻  
squirrel	⊢≺≺⊞≺⊢≻⋈⊤⊥∋⊥  
stable	⊢⊢⊢⊢∋⊞⊞⊤≻⊞⊞◻  
stadium	⊢⊢⊣⊤⊥⊤⊤◻⋈≺⊞⊣  
staff	⊢⊢⊢⊢⊢≺∈⊣◻⊙⊙⊢  
stage	⊢⊢⊢⊢⊢≺∈⊣◻⊙⊞≻  
stairs	⊢⊢⊢⊢∋⊞⊞⊤⊤◻∈⊞  
stamp	⊢⊢⊢⊢⊢≺∈⊣◻⊞⊢∋  
stand	⊢⊢⊢⊢⊢≺∈⊣◻⊞⊣⊞  
start	⊢⊢⊢⊢⊢≺∈⊣◻◻⊢≻  
state	⊢⊢⊢⊢⊢≺∈⊣◻◻≺⊤  
stay	⊢⊢⊢⊢⊢⊢⊣∈⊙⊞⊙⊣  
steak	⊢⊢⊢⊢⊢≺∈≻⊣⋈⊢≻  
steel	⊢⊢⊢⊢⊢≺∈≻⊣⋈⊥≺  
stem	⊢⊢⊢⊢⊢⊢⊣∈⊙◻⋈⊣  
step	⊢⊢⊢⊢⊢⊢⊣∈⊙◻⋈⋈  
stereo	⊢⊢⊢⊢∋⊞⊞⊥∋⊣⊤⊢  
stick	⊢⊢⊢⊢⊢≺∈≻≺⊢∋⊙  
still	⊢⊢⊢⊢⊢≺∈≻≺≻⋈⊢  
sting	⊢⊢⊢⊢⊢≺∈≻≺≻⊙⊣  
stock	⊢⊢⊢⊢⊢≺∈≻⊤∋⊢≻  
stomach	⊢⊢⊣⊤⊥⊙⊢∈⋈⊥◻◻  
stone	⊢⊢⊢⊢⊢≺∈≻⊤⊥⊢⊤  
stool	⊢⊢⊢⊢⊢≺∈≻⊤⊥≺≺  
story	⊢⊢⊢⊢⊢≺∈≻⊤⊥◻⊣  
stove	⊢⊢⊢⊢⊢≺∈≻⊤⊞∈⊤  
strategy	⊢≺⋈⊢⊞⊣∋≺⋈⊤⊥∋  
street	⊢⊢⊢⊢∋⊞◻⊥⊤⊙∈◻  
strike	⊢⊢⊢⊢∋⊞◻⊥∋⊤⊞≻  
strong	⊢⊢⊢⊢∋⊞◻⊥⊞⊢⊥∋  
struggle	⊢≺⋈⊢⊞⊤⊢◻⊙≺⊢⊤  
student	⊢⊢⊣⊤⊥⊥⊢∋⊥⊤∈◻  
stuff	⊢⊢⊢⊢⊢≺∈≻⊙⊣◻⊢  
stumble	⊢⊢⊣⊤⊥⊥⊣⋈≻⊙⊣≻  
style	⊢⊢⊢⊢⊢≺∈≻⊥◻≺⊤  
subject	⊢⊢⊣⊤⊥⊞∈≻∈⊢⊣⊙  
submit	⊢⊢⊢⊢∋◻⊢⊙≻⊤⋈⊙  
subway	⊢⊢⊢⊢∋◻⊢⊙∈∈∈∋  
success	⊢⊢⊣⊤⊥⊞∋⊥∈⊢⊞∋  
such	⊢⊢⊢⊢⊢⊢⊣∈⊥≺◻◻  
sudden	⊢⊢⊢⊢∋◻⊢⊥⊥⋈⋈◻  
suffer	⊢⊢⊢⊢∋◻⊢◻⊙◻◻≺  
sugar	⊢⊢⊢⊢⊢≺∈≺⊣∈⊞∈  
suggest	⊢⊢⊣⊤⊥◻⋈∋⊥⊥⊞⊙  
suit	⊢⊢⊢⊢⊢⊢⊣∈⊥⊤≻⊤  
summer	⊢⊢⊢⊢∋◻⊣∈∋⊙≻≺  
sun	⊢⊢⊢⊢⊢⊢⊢⊢⊙⋈≻⊙  
sunny	⊢⊢⊢⊢⊢≺∈≺⋈⊙⊥∋  
sunset	⊢⊢⊢⊢∋◻⊣∋⊥∋≺≻  
super	⊢⊢⊢⊢⊢≺∈≺⊤⊤≻≺  
supply	⊢⊢⊢⊢∋◻⊣⊥∋≻⊥∋  
supreme	⊢⊢⊣⊤⊞⊣⊢⊙⊞◻≺⊤  
sure	⊢⊢⊢⊢⊢⊢⊣∈⊥∈⊥⊤  
